id,name,nickname,gender,date_of_birth,weight,height,team,team.shortname,team.shield,shirt_number,position,photo,aerial_duels_won,appearances,assists_intentional,attempts_from_set_pieces,blocks,catches,clean_sheets,duels_won,goals,goals_conceded,interceptions,key_passes_attempt_assists,offsides,open_play_passes,penalties_saved,red_cards_2nd_yellow,saves_made,shots_on_target_inc_goals,straight_red_cards,successful_crosses_open_play,successful_dribbles,successful_long_passes,successful_passes_opposition_half,successful_passes_own_half,successful_short_passes,total_clearances,total_fouls_conceded,total_losses_of_possession,total_passes,total_tackles,total_touches_in_opposition_box,unsuccessful_dribbles,unsuccessful_long_passes,unsuccessful_short_passes,yellow_cards,predicted_position,score
3555.0,Lucía García,Lucía García,female,1998-07-14T00:00:00+00:00,56.0,165.0,Athletic Club,ATH,https://assets.laliga.com/assets/2019/06/07/medium/athletic-femenino.png,17.0,Forward,https://assets.laliga.com/squad/2021/t12034/p206238/512x556/p206238_t12034_2021_1_001_000.png,0.0,29.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,46.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,Goalkeeper,85.54
13006.0,Shon Weissman,Weissman,male,1996-02-14T00:00:00+00:00,72.0,174.0,Real Valladolid CF,VLL,https://assets.laliga.com/assets/2019/06/07/medium/valladolid.png,9.0,Forward,https://assets.laliga.com/squad/2021/t192/p435679/512x556/p435679_t192_2021_1_001_000.png,36.0,38.0,2.0,0.0,3.0,0.0,10.0,96.0,20.0,32.0,13.0,30.0,18.0,343.0,0.0,0.0,0.0,44.0,1.0,1.0,14.0,9.0,191.0,110.0,291.0,17.0,13.0,210.0,405.0,23.0,177.0,16.0,5.0,100.0,3.0,Midfielder,82.55000000000001
3623.0,Alba Redondo,Alba Redondo,female,1996-08-27T00:00:00+00:00,63.0,169.0,Levante UD,LUD,https://assets.laliga.com/assets/2019/06/07/medium/levante-femenino.png,11.0,Forward,https://assets.laliga.com/squad/2021/t13319/p191675/512x556/p191675_t13319_2021_1_001_000.png,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,0.0,0.0,2.0,Defender,79.05
3603.0,María José Pérez,María José Pérez,female,1984-03-19T00:00:00+00:00,52.0,156.0,UD Granadilla Tenerife Egatesa,UDG,https://assets.laliga.com/assets/2019/06/07/medium/granadilla.png,17.0,Forward,https://assets.laliga.com/squad/2021/t13328/p434332/512x556/p434332_t13328_2021_1_001_000.png,0.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,31.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,3.0,Defender,68.54
19961.0,Fridolina Rolfö,Fridolina Rolfö,female,1993-11-24T00:00:00+00:00,74.0,178.0,FC Barcelona,FCB,https://assets.laliga.com/assets/2019/06/07/medium/fc-barcelona-femenino.png,16.0,Forward,,0.0,26.0,3.0,0.0,0.0,0.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,19.0,0.0,0.0,0.0,0.0,Defender,67.6
4651.0,Ane Azkona,Ane Azkona,female,1998-07-15T00:00:00+00:00,56.0,164.0,Athletic Club,ATH,https://assets.laliga.com/assets/2019/06/07/medium/athletic-femenino.png,16.0,Forward,https://assets.laliga.com/squad/2021/t12034/p434284/512x556/p434284_t12034_2021_1_001_000.png,0.0,30.0,2.0,0.0,0.0,0.0,3.0,0.0,10.0,44.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,4.0,Defender,67.03
6358.0,Ana Marcos Moral,Anita Marcos,female,2000-07-09T00:00:00+00:00,58.0,169.0,Sporting Huelva,SPH,https://assets.laliga.com/assets/2019/06/07/medium/sporting-club.png,11.0,Forward,https://assets.laliga.com/squad/2021/t13327/p435717/512x556/p435717_t13327_2021_1_001_000.png,0.0,26.0,1.0,0.0,0.0,0.0,4.0,0.0,10.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,Goalkeeper,66.01
626.0,Cristhian Stuani,Stuani,male,1986-10-12T00:00:00+00:00,76.0,186.0,Girona FC,GIR,https://assets.laliga.com/assets/2019/06/07/medium/girona.png,7.0,Forward,https://assets.laliga.com/squad/2021/t2893/p49464/512x556/p49464_t2893_2021_1_001_000.png,66.0,39.0,1.0,0.0,3.0,0.0,5.0,128.0,23.0,31.0,6.0,16.0,38.0,308.0,0.0,0.0,0.0,56.0,0.0,0.0,7.0,3.0,149.0,133.0,279.0,31.0,68.0,195.0,368.0,16.0,161.0,9.0,3.0,83.0,14.0,Goalkeeper,65.18
14418.0,Deyna Castellanos,Deyna Castellanos,female,1999-04-18T00:00:00+00:00,58.0,170.0,At. Madrid Femenino,ATM,https://assets.laliga.com/assets/2019/06/07/medium/atletico-feminas.png,9.0,Forward,https://assets.laliga.com/squad/2021/t11212/p459038/512x556/p459038_t11212_2021_1_001_000.png,0.0,26.0,1.0,0.0,0.0,0.0,3.0,0.0,10.0,17.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,13.0,0.0,0.0,0.0,1.0,Forward,63.03
3631.0,Elisa del Estal Mateu,Eli del Estal,female,1993-03-23T00:00:00+00:00,62.0,173.0,Sevilla FC,SFC,https://assets.laliga.com/assets/2019/06/07/medium/sevilla.png,21.0,Forward,https://assets.laliga.com/squad/2021/t13326/p434359/512x556/p434359_t13326_2021_1_001_000.png,0.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,Midfielder,61.52
